BookName,Title,Author,ImageBook,CategoryId,ISBN,PublishedDate
Student Study Guide to Accompany Petrucci's General Chemistry,Student Study Guide to Accompany Petrucci's General Chemistry,Robert K. Wismer,http://books.google.com/books/content?id=bJPgAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Chemistry,,1985
Recent Advances in Gossamer Spacecraft,Recent Advances in Gossamer Spacecraft,C. H. Jenkins,http://books.google.com/books/content?id=t31TAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Technology & Engineering,,2006
Russian Chemical Reviews,Russian Chemical Reviews,,http://books.google.com/books/content?id=4jAaAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Chemistry,,1985
React Projects,React Projects,Roy Derks,http://books.google.com/books/content?id=4rltEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781801078115,2022-04-29
American Druggist and Pharmaceutical Record,American Druggist and Pharmaceutical Record,,http://books.google.com/books/content?id=NtEAAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Materia medica,,1902
Jersey Bulletin and Dairy World,Jersey Bulletin and Dairy World,,http://books.google.com/books/content?id=8UtCAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Cattle,,1905
React Development using TypeScript,React Development using TypeScript,"Ketan Agnihotri, Pranali Dahale",http://books.google.com/books/content?id=31EQEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9789355517241,2024-06-25
"Archives of Physical Therapy, X-ray, Radium","Archives of Physical Therapy, X-ray, Radium",,http://books.google.com/books/content?id=Smt2D-dc32kC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Physical therapy,,1928
Official Methods of Analysis of AOAC International,Official Methods of Analysis of AOAC International,AOAC International,http://books.google.com/books/content?id=lCwbAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Agricultural chemistry,,1995
Bureau of Explosives Tariff No. BOE-6000-...,Bureau of Explosives Tariff No. BOE-6000-...,,http://books.google.com/books/content?id=flQrAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Freight and freightage,,1983
"Scientific and Technical Acronyms, Symbols, and Abbreviations","Scientific and Technical Acronyms, Symbols, and Abbreviations","Uwe Erb, Harald Keller",http://books.google.com/books/content?id=O21qAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Language Arts & Disciplines,,2001-03-12
"Pathobiology Annual, 1982","Pathobiology Annual, 1982",Harry L. Ioachim,http://books.google.com/books/content?id=bRqaAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Medical,0890047243,1982-12
Medical Journal of Australia,Medical Journal of Australia,,http://books.google.com/books/content?id=3kZRAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Medicine,,1932
Brands and Their Companies,Brands and Their Companies,,http://books.google.com/books/content?id=AOF60HBG7V0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,Brand name products,0787689513,2003
"Products for Life Science Research, 2000-2001","Products for Life Science Research, 2000-2001",,http://books.google.com/books/content?id=gpAoAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Chemistry, Technical",,2000
Modern Hospital,Modern Hospital,,http://books.google.com/books/content?id=KUghAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Hospitals,,1935
California. Court of Appeal (3rd Appellate District). Records and Briefs,California. Court of Appeal (3rd Appellate District). Records and Briefs,California (State).,http://books.google.com/books/content?id=69sJ3DpGyQEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Law,,
Discussions of the Faraday Society,Discussions of the Faraday Society,Faraday Society,http://books.google.com/books/content?id=FgZFAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Chemistry,,1947
Docker Deep Dive,Docker Deep Dive,Aditya Pratap Bhuyan,http://books.google.com/books/content?id=8RAnEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,,2024-10-03
Docker on Windows,Docker on Windows,Elton Stoneman,http://books.google.com/books/content?id=s-ZDDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781785288425,2017-07-13
Docker for Developers,Docker for Developers,"Richard Bullington-McGuire, Andrew K. Dennis, Michael Schwartz",http://books.google.com/books/content?id=Hif4DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781789539486,2020-09-14
Mastering Docker Enterprise,Mastering Docker Enterprise,Mark Panthofer,http://books.google.com/books/content?id=wOiLDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781789617245,2019-03-05
Learn Docker in a Month of Lunches,Learn Docker in a Month of Lunches,Elton Stoneman,http://books.google.com/books/content?id=tDszEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781638350675,2020-06-13
Getting Started with Docker Enterprise Edition on IBM Z,Getting Started with Docker Enterprise Edition on IBM Z,"Lydia Parziale, Eduardo Simoes Franco, Robert Green, Eric Everson Mendes Marins, Mariana Roveri, Nilton Carlos Dos Santos, IBM Redbooks",http://books.google.com/books/content?id=okyMDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9780738457505,2019-03-08
Ultimate Docker for Cloud Native Applications,Ultimate Docker for Cloud Native Applications,Meysam Azad ,http://books.google.com/books/content?id=ByP2EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9788196815127,
Docker Quick Start Guide,Docker Quick Start Guide,Earl Waud,http://books.google.com/books/content?id=TN18DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781789341317,2018-11-29
Docker for Data Science,Docker for Data Science,Joshua Cook,http://books.google.com/books/content?id=IXsyDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781484230121,2017-08-23
Docker: Up & Running,Docker: Up & Running,"Sean P. Kane, Karl Matthias",http://books.google.com/books/content?id=K1JtDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781492036746,2018-09-07
Advanced Docker Solutions: A Comprehensive Guide to Container Orchestration,Advanced Docker Solutions: A Comprehensive Guide to Container Orchestration,Adam Jones,http://books.google.com/books/content?id=msk7EQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,,2025-01-02
Hallo Docker: Learning Docker Containers by Doing Projects,Hallo Docker: Learning Docker Containers by Doing Projects,Agus Kurniawan,http://books.google.com/books/content?id=p8a6EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,,
When Docker Meets Java,When Docker Meets Java,Ashish Choudhary,http://books.google.com/books/content?id=dbVNEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9798868813009,2025-03-10
Docker: Zero To Hero,Docker: Zero To Hero,,http://books.google.com/books/content?id=szv2EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,9781839386978,
Docker Management Design Patterns,Docker Management Design Patterns,Deepak Vohra,http://books.google.com/books/content?id=rPk2DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781484229736,2017-09-22
Continuous Delivery with Docker and Jenkins,Continuous Delivery with Docker and Jenkins,Rafal Leszko,http://books.google.com/books/content?id=RpZGDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781787126145,2017-08-24
Implementing DevSecOps with Docker and Kubernetes,Implementing DevSecOps with Docker and Kubernetes,José Manuel Ortega Candel,http://books.google.com/books/content?id=HmtgEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Antiques & Collectibles,9789355511188,2022-02-19
Docker Certified Associate (DCA): Exam Guide,Docker Certified Associate (DCA): Exam Guide,Francisco Javier Ramirez Urea,http://books.google.com/books/content?id=CEMAEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781839217364,2020-09-28
Mastering Docker Containers: From Development to Deployment,Mastering Docker Containers: From Development to Deployment,Peter Jones,http://books.google.com/books/content?id=tfM9EQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,,2025-01-11
The Ultimate Docker Container Book,The Ultimate Docker Container Book,Dr. Gabriel N. Schenker,http://books.google.com/books/content?id=ND_VEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781804613184,2023-08-31
Practical Docker with Python,Practical Docker with Python,Sathyajith Bhat,http://books.google.com/books/content?id=jpdmDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781484237847,2018-07-26
Mastering Container Orchestration: Advanced Deployment with Docker Swarm,Mastering Container Orchestration: Advanced Deployment with Docker Swarm,Peter Jones,http://books.google.com/books/content?id=nfM9EQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,,2025-01-11
Cracking Containers with Docker and Kubernetes,Cracking Containers with Docker and Kubernetes,"Nisarg Vasavada, Dhwani Sametriya",http://books.google.com/books/content?id=To1TEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9789391030797,2021-12-08
"Bootstrapping Microservices with Docker, Kubernetes, and Terraform","Bootstrapping Microservices with Docker, Kubernetes, and Terraform",Ashley Davis,http://books.google.com/books/content?id=QKQbEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781617297212,2021-03-09
The DevOps 2.1 Toolkit: Docker Swarm,The DevOps 2.1 Toolkit: Docker Swarm,Viktor Farcic,http://books.google.com/books/content?id=hHc5DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781787280601,2017-05-10
Continuous Delivery with Docker and Jenkins,Continuous Delivery with Docker and Jenkins,Rafał Leszko,http://books.google.com/books/content?id=rfeaDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781838553081,2019-05-31
"Jenkins, Docker, and Kubernetes: Mastering DevOps Automatio","Jenkins, Docker, and Kubernetes: Mastering DevOps Automatio",Peter Jones,http://books.google.com/books/content?id=zfM9EQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,,2025-01-11
Continuous Deployment for Java Apps: Mastering Jenkins and Docker,Continuous Deployment for Java Apps: Mastering Jenkins and Docker,Peter Jones,http://books.google.com/books/content?id=Ywk-EQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,,2025-01-12
The SQL Server DBA’s Guide to Docker Containers,The SQL Server DBA’s Guide to Docker Containers,Edwin M Sarmiento,http://books.google.com/books/content?id=rSjoDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781484258262,2020-05-29
Optimized Docker: Strategies for Effective Management and Performance,Optimized Docker: Strategies for Effective Management and Performance,Peter Jones,http://books.google.com/books/content?id=q_M9EQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,,2025-01-11
A Developer's Essential Guide to Docker Compose,A Developer's Essential Guide to Docker Compose,Emmanouil Gkatziouras,http://books.google.com/books/content?id=WaiJEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781801813815,2022-10-07
Crafting Scalable Web Solutions: Harnessing Go and Docker for Modern Development,Crafting Scalable Web Solutions: Harnessing Go and Docker for Modern Development,Peter Jones,http://books.google.com/books/content?id=MPE9EQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,,2025-01-11
Container Security Strategies: Advanced Techniques for Safeguarding Docker Environments,Container Security Strategies: Advanced Techniques for Safeguarding Docker Environments,Adam Jones,http://books.google.com/books/content?id=NgY8EQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,,2025-01-03
Mastering Docker,Mastering Docker,"Russ McKendrick, Scott Gallagher",http://books.google.com/books/content?id=2f50DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781789618686,2018-10-25
Dudley Docker,Dudley Docker,"R. P. T. Davenport-Hines, Richard Peter Treadwell Davenport-Hines",http://books.google.com/books/content?id=kHx7hVRhKfYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Business & Economics,052189400X,2004-04-22
Docker on Amazon Web Services,Docker on Amazon Web Services,Justin Menga,http://books.google.com/books/content?id=7EZsDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781788622721,2018-08-30
Mastering Docker,Mastering Docker,Cybellium,http://books.google.com/books/content?id=MxvnEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9798863465814,
Using Docker,Using Docker,Adrian Mouat,http://books.google.com/books/content?id=55YpCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781491915912,2015-12-09
Docker Cookbook,Docker Cookbook,Sébastien Goasguen,http://books.google.com/books/content?id=5sTeCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781491919767,2015-11-04
Pro Docker,Pro Docker,Deepak Vohra,http://books.google.com/books/content?id=S69PCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781484218303,2015-12-30
"Docker in Action, Second Edition","Docker in Action, Second Edition","Jeffrey Nickoloff, Stephen Kuenzli",http://books.google.com/books/content?id=qzozEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781638351740,2019-10-28
Learning Docker,Learning Docker,"Pethuru Raj, Jeeva S. Chelladhurai, Vinod Singh",http://books.google.com/books/content?id=jkkOCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781784391935,2015-06-29
Developing with Docker,Developing with Docker,Jaroslaw Krochmalski,http://books.google.com/books/content?id=yp3cDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781786466334,2016-11-30
The Docker Book,The Docker Book,James Turnbull,http://books.google.com/books/content?id=4xQKBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9780988820203,2014-07-14
Docker High Performance,Docker High Performance,"Allan Espinosa, Russ McKendrick",http://books.google.com/books/content?id=fy-WDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781789804409,2019-04-30
Extending Docker,Extending Docker,Russ McKendrick,http://books.google.com/books/content?id=FgRwDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781786462312,2016-06-16
Deployment with Docker,Deployment with Docker,Srdjan Grubor,http://books.google.com/books/content?id=IkBPDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781786463227,2017-11-22
Troubleshooting Docker,Troubleshooting Docker,"Vaibhav Kohli, Rajdeep Dua, John Wooten",http://books.google.com/books/content?id=drkrDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781785285363,2017-03-30
The The Docker Workshop,The The Docker Workshop,"Vincent Sesto, Onur Yılmaz, Sathsara Sarathchandra, Aric Renzo, Engy Fouda",http://books.google.com/books/content?id=mTUGEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781838986131,2020-10-29
Docker Containers,Docker Containers,Christopher Negus,http://books.google.com/books/content?id=aKAFCwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Computers,9780134136622,2015-11-26
Accelerating Development Velocity Using Docker,Accelerating Development Velocity Using Docker,Kinnary Jangla,http://books.google.com/books/content?id=pZd2DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781484239360,2018-11-05
"DevOps: Puppet, Docker, and Kubernetes","DevOps: Puppet, Docker, and Kubernetes","Thomas Uphill, John Arundel, Neependra Khare, Hideto Saito, Hui-Chuan Chloe Lee, Ke-Jou Carol Hsu",http://books.google.com/books/content?id=xrkrDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781788299688,2017-03-31
Black Docker,Black Docker,Ousmane Sembène,http://books.google.com/books/content?id=F6QNAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Fiction,,1987
Journal,Journal,New South Wales. Parliament. Legislative Council,http://books.google.com/books/content?id=FLlLAQAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,1870
Journal,Journal,Institute of bankers of New South Wales,http://books.google.com/books/content?id=hzGDq-Zw-QIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Banks and banking,,1910
The Taylorian. A journal devoted to the interests and amusements of the boys of Merchant Taylor's school,The Taylorian. A journal devoted to the interests and amusements of the boys of Merchant Taylor's school,,http://books.google.com/books/content?id=uO8HAAAAQAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,1884
The Post office [afterw.] Kellys directory of Birmingham with its suburbs (and Smethwick).,The Post office [afterw.] Kellys directory of Birmingham with its suburbs (and Smethwick).,"Kelly's directories, ltd",http://books.google.com/books/content?id=S-8NAAAAQAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,1878
Transactions of the Cumberland & Westmorland Antiquarian & Archeological Society,Transactions of the Cumberland & Westmorland Antiquarian & Archeological Society,Cumberland and Westmorland Antiquarian and Archaeological Society,http://books.google.com/books/content?id=zJtUAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Cumberland (England),,1918
Letters of Richard Radcliffe and John James of Queen's College,Letters of Richard Radcliffe and John James of Queen's College,Richard Radcliffe,http://books.google.com/books/content?id=EP9AAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Electronic books,,1888
Reports of Cases Decided in the Appellate Courts of the State of Illinois,Reports of Cases Decided in the Appellate Courts of the State of Illinois,"Illinois. Appellate Court, Edwin Burritt Smith, Martin L. Newell",http://books.google.com/books/content?id=8sxIAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Law reports, digests, etc",,1895
Publications,Publications,"Oxford Historical Society (Oxford, England)",http://books.google.com/books/content?id=njctAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Oxford (England),,1888
Engineering and Boiler House Review,Engineering and Boiler House Review,,http://books.google.com/books/content?id=-kBCAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Engineering,,1917
The Statist,The Statist,,http://books.google.com/books/content?id=nuo5AQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Commerce,,1907
"The Chemical Trade Journal and Oil, Paint and Colour Review","The Chemical Trade Journal and Oil, Paint and Colour Review",,http://books.google.com/books/content?id=YwsAAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Chemical engineering,,1899
Lawyers' Reports Annotated,Lawyers' Reports Annotated,,http://books.google.com/books/content?id=CbMwAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Law reports, digests, etc",,1896
The Docker's Tragedy,The Docker's Tragedy,Robert Bruce Oram,http://books.google.com/books/content?id=fUsdAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Business & Economics,,1970
The Revised Reports,The Revised Reports,"Frederick Pollock, Robert Campbell, Oliver Augustus Saunders, Arthur Beresford Cane, Joseph Gerald Pease, William Bowstead",http://books.google.com/books/content?id=sENNAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Law reports, digests, etc",,1909
The Directory of Directors for ...,The Directory of Directors for ...,,http://books.google.com/books/content?id=VRMtAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Directors of corporations,,1927
The City of London school magazine,The City of London school magazine,London city of Lond. sch,http://books.google.com/books/content?id=7fIHAAAAQAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,1883
"Akka in Action, Second Edition","Akka in Action, Second Edition",Francisco Lopez-Sancho Abraham,http://books.google.com/books/content?id=SgTGEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781638352099,2023-09-19
The Revised Reports,The Revised Reports,,http://books.google.com/books/content?id=VvEvAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Law reports, digests, etc",,1909
"Letters of Richard Radcliffe and John James of Queen's College Oxford, 1775-83","Letters of Richard Radcliffe and John James of Queen's College Oxford, 1775-83",Richard Radcliffe,http://books.google.com/books/content?id=Fin2ltcdhu4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Queen's College, Oxford",,1888
The English Reports: Common Pleas,The English Reports: Common Pleas,,http://books.google.com/books/content?id=sv1CAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Law reports, digests, etc",,1913
The English Reports: Common Pleas (1486-1865),The English Reports: Common Pleas (1486-1865),,http://books.google.com/books/content?id=eIxMAQAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Law reports, digests, etc",,1913
The Weekly Reporter ...,The Weekly Reporter ...,,http://books.google.com/books/content?id=c1UtAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Law reports, digests, etc",,1878
Coach & Motor Body Builder for Australia and New Zealand,Coach & Motor Body Builder for Australia and New Zealand,,http://books.google.com/books/content?id=dvpYAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Carriage and wagon making,,1898
The Lawyers Reports Annotated,The Lawyers Reports Annotated,,http://books.google.com/books/content?id=OcC2AAAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Law reports, digests, etc",,1915
The Docker Book,The Docker Book,James Turnbull,http://books.google.com/books/content?id=CtMEBwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9780988820234,2014
"Linux Administration: A Beginner’s Guide, Seventh Edition","Linux Administration: A Beginner’s Guide, Seventh Edition",Wale Soyinka,http://books.google.com/books/content?id=mu06CwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9780071845373,2015-12-22
"The Law Reports,. Under the Superintendence and Control of the Incorporated Council of Law Reporting for England and Wales. Supreme Court of Judicature. Cases Determined in the Queens Bench Division and on Appeal Therefrom in the Court of Appeal, Decisions on Crown Cases Reserved and Decisions of the Railway and Canal Commission","The Law Reports,. Under the Superintendence and Control of the Incorporated Council of Law Reporting for England and Wales. Supreme Court of Judicature. Cases Determined in the Queens Bench Division and on Appeal Therefrom in the Court of Appeal, Decisions on Crown Cases Reserved and Decisions of the Railway and Canal Commission",,http://books.google.com/books/content?id=Oe1OAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Law reports, digests, etc",,1878
The Revised Reports,The Revised Reports,,http://books.google.com/books/content?id=VvEvAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Law reports, digests, etc",,1909
The English Reports: Common Pleas,The English Reports: Common Pleas,,http://books.google.com/books/content?id=sv1CAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Law reports, digests, etc",,1913
The English Reports: Common Pleas (1486-1865),The English Reports: Common Pleas (1486-1865),,http://books.google.com/books/content?id=eIxMAQAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Law reports, digests, etc",,1913
The Weekly Reporter ...,The Weekly Reporter ...,,http://books.google.com/books/content?id=c1UtAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Law reports, digests, etc",,1878
Coach & Motor Body Builder for Australia and New Zealand,Coach & Motor Body Builder for Australia and New Zealand,,http://books.google.com/books/content?id=dvpYAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Carriage and wagon making,,1898
The Lawyers Reports Annotated,The Lawyers Reports Annotated,,http://books.google.com/books/content?id=OcC2AAAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Law reports, digests, etc",,1915
The Docker Book,The Docker Book,James Turnbull,http://books.google.com/books/content?id=CtMEBwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9780988820234,2014
"Linux Administration: A Beginner’s Guide, Seventh Edition","Linux Administration: A Beginner’s Guide, Seventh Edition",Wale Soyinka,http://books.google.com/books/content?id=mu06CwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9780071845373,2015-12-22
The Pottleton Legacy,The Pottleton Legacy,Albert Smith,http://books.google.com/books/content?id=elgEAAAAQAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,England,,1849
The Law Reports,The Law Reports,Great Britain. High Court of Justice. King's Bench Division,http://books.google.com/books/content?id=E-ZCAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Law reports, digests, etc",,1878
Metred Playlets,Metred Playlets,William Winslow Hall,http://books.google.com/books/content?id=F41DAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,1912
The Law Reports,The Law Reports,,http://books.google.com/books/content?id=QzKqbM6P108C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Law reports, digests, etc",,1878
The Railway Magazine,The Railway Magazine,,http://books.google.com/books/content?id=aN_NAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Railroads,,1898
"The Law Reports,. Under the Superintendence and Control of the Incorporated Council of Law Reporting for England and Wales. Supreme Court of Judicature. Cases Determined in the Queens Bench Division and on Appeal Therefrom in the Court of Appeal, Decisions on Crown Cases Reserved and Decisions of the Railway and Canal Commission","The Law Reports,. Under the Superintendence and Control of the Incorporated Council of Law Reporting for England and Wales. Supreme Court of Judicature. Cases Determined in the Queens Bench Division and on Appeal Therefrom in the Court of Appeal, Decisions on Crown Cases Reserved and Decisions of the Railway and Canal Commission",,http://books.google.com/books/content?id=Oe1OAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Law reports, digests, etc",,1878
Golf Illustrated,Golf Illustrated,,http://books.google.com/books/content?id=r2g6AQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,1901
"CompTIA Linux+ Certification All-in-One Exam Guide, Second Edition (Exam XK0-005)","CompTIA Linux+ Certification All-in-One Exam Guide, Second Edition (Exam XK0-005)","Ted Jordan, Sandor Strohmayer",http://books.google.com/books/content?id=nxC7EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781264802777,2023-05-26
The Victoria History of the County of Lancaster,The Victoria History of the County of Lancaster,"William Farrer, J. Brownbill",http://books.google.com/books/content?id=lJs4AQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Lancashire (England),,1914
The Northeastern Reporter,The Northeastern Reporter,,http://books.google.com/books/content?id=kP8KAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Law,,1896
